id,title,type,description,release_year,age_certification,runtime,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,genres,production_countries,actors_list,directors_list,description_cleaned
ts22193,The Magic School Bus,SHOW,An eccentric schoolteacher takes her class on wondrous educational field trips with the help of a magical school bus.,1994,TV-Y,26,4,tt0108847,7.8,9829,16.83,7.8,"['animation', 'scifi', 'comedy', 'family', 'fantasy']","['CA', 'US']","['Daniel DeSanto', 'Stuart Stone', 'Erica Luttrell', 'Malcolm-Jamal Warner', 'Danny Tamberelli', 'Lily Tomlin', 'Frank Welker', 'Whoopi Goldberg', 'Susan Blu', 'Edward James Olmos', 'Andre Ottley-Lorant']",[],eccentric schoolteacher take class wondrous educational field trip help magical school bus
ts22489,Goosebumps,SHOW,"Anything can turn spooky in this horror anthology series based on the best-selling books by master of kid horror, R.L. Stine. In every episode, see what happens when regular kids find themselves in scary situations, and how they work to confront and overcome their fears.",1995,TV-PG,22,4,tt0111987,7.6,13493,63.687,7.9,"['scifi', 'thriller', 'family', 'fantasy', 'horror', 'music']","['US', 'CA']",['R.L. Stine'],[],anything turn spooky horror anthology series based bestselling book master kid horror rl stine every episode see happens regular kid find scary situation work confront overcome fear
ts21034,InuYasha,SHOW,"Kagome Higurashi is a modern day young girl who lives with her family by the old Higure shrine. Unbeknownst to Kagome, she is the reincarnation of priestess Kikyo and posseses the ""Jewel of Four Souls"" (the Shikon jewel). One ill-fated day, Kagome locates an ancient well near her home and is abruptly transported through the well and into a feudal Japan, inhabited by demons. There, she encounters Inuyasha, son of a powerful demon father and a human mother, who is pinned to a tree by an enchanted arrow.",2000,TV-14,25,9,tt0290223,7.9,15823,62.355,8.6,"['scifi', 'action', 'fantasy', 'romance', 'animation', 'comedy', 'drama']",['JP'],"['Kappei Yamaguchi', 'Satsuki Yukino']","['Yasunao Aoki', 'Masashi Ikeda']",kagome higurashi modern day young girl life family old higure shrine unbeknownst kagome reincarnation priestess kikyo posseses jewel four soul shikon jewel one illfated day kagome locates ancient well near home abruptly transported well feudal japan inhabited demon encounter inuyasha son powerful demon father human mother pinned tree enchanted arrow
tm121879,A River Runs Through It,MOVIE,"A River Runs Through is a cinematographically stunning true story of Norman Maclean. The story follows Norman and his brother Paul through the experiences of life and growing up, and how their love of fly fishing keeps them together despite varying life circumstances in the untamed west of Montana in the 1920's.",1992,PG,123,0,tt0105265,7.2,59854,19.58,7.1,['drama'],['US'],"['Craig Sheffer', 'Brad Pitt', 'Tom Skerritt', 'Brenda Blethyn', 'Edie McClurg', 'Stephen Shellen', 'Vann Gravage', 'Susan Traylor', 'Nicole Burdette', 'Emily Lloyd', 'William Hootkins', 'Joseph Gordon-Levitt', 'Robert Redford']",['Robert Redford'],river run cinematographically stunning true story norman maclean story follows norman brother paul experience life growing love fly fishing keep together despite varying life circumstance untamed west montana
tm44402,"Girl, Interrupted",MOVIE,"Set in the changing world of the late 1960s, Susanna Kaysen's prescribed ""short rest"" from a psychiatrist she had met only once becomes a strange, unknown journey into Alice's Wonderland, where she struggles with the thin line between normal and crazy. Susanna soon realizes how hard it is to get out once she has been committed, and she ultimately has to choose between the world of people who belong inside or the difficult world of reality outside.",1999,R,127,0,tt0172493,7.3,183154,20.424,7.6,"['drama', 'european']","['DE', 'US']","['Winona Ryder', 'Angelina Jolie', 'Brittany Murphy', 'Clea DuVall', 'Elisabeth Moss', 'Whoopi Goldberg', 'Vanessa Redgrave', 'Jared Leto', 'Jeffrey Tambor', 'Travis Fine', 'Angela Bettis', 'Jillian Armenante', 'Drucie McDaniel', 'Christina Myers', 'Mary Kay Place', 'KaDee Strickland', 'Misha Collins', 'Kurtwood Smith', 'David Scott Taylor', 'Joanna Kerns', 'Janet Greer', 'Katie Rimmer']",['James Mangold'],set changing world late susanna kaysens prescribed short rest psychiatrist met becomes strange unknown journey alices wonderland struggle thin line normal crazy susanna soon realizes hard get committed ultimately choose world people belong inside difficult world reality outside
tm187187,Last Action Hero,MOVIE,"Following the death of his father, young Danny Madigan takes comfort in watching action movies featuring the indestructible Los Angeles cop Jack Slater. After being given a magic ticket by theater manager Nick, Danny is sucked into the screen and bonds with Slater. When evil fictional villain Benedict gets his hands on the ticket and enters the real world, Danny and Jack must follow and stop him.",1993,PG-13,131,0,tt0107362,6.4,150498,22.196,6.379,"['action', 'fantasy', 'comedy', 'family']",['US'],"['Arnold Schwarzenegger', ""Austin O'Brien"", 'Bridgette Wilson-Sampras', 'F. Murray Abraham', 'Art Carney', 'Charles Dance', 'Frank McRae', 'Tom Noonan', 'Robert Prosky', 'Anthony Quinn', 'Mercedes Ruehl', 'Ian McKellen', 'Professor Toru Tanaka', 'Joan Plowright', 'Keith Barish', 'Jim Belushi', 'Chevy Chase', 'Chris Connelly', 'Karen Duffy', 'Larry Ferguson', 'Leeza Gibbons', 'M.C. Hammer', 'Little Richard', 'Robert Patrick', 'Maria Shriver', 'Sharon Stone', 'Melvin Van Peebles', 'Damon Wayans', 'Jason Kelly', 'Noah Emmerich', 'Tina Turner', 'Billy D. Lucas', 'Ryan Todd', 'Apollo Dukakis', 'Patrick Flanagan', 'Donald C. Llorens', 'Michael Chieffo', 'Mike Muscat', 'John P. Finnegan', 'Bobbie Brown', 'Angie Everhart', 'Jeffrey Braer', 'Anthony Peck', 'Anna Navarro', 'Dex Elliott Sanders', 'Nick Dimitri', 'Sven-Ole Thorsen', 'Rick Ducommun', 'Wendle Josepher', 'Michael V. Gazzo', 'Lee Reherman', 'R.C. Bates', 'Colleen Camp', 'Donna Borghoff', 'John McTiernan Sr.', 'Tiffany Lynne Puhy', 'Jean-Claude Van Damme', 'Danny DeVito', 'Al Leong', 'Matt Johnston', 'Thomas Rosales Jr.', 'Peter Kent']",['John McTiernan'],following death father young danny madigan take comfort watching action movie featuring indestructible los angeles cop jack slater given magic ticket theater manager nick danny sucked screen bond slater evil fictional villain benedict get hand ticket enters real world danny jack must follow stop
ts16919,All That,SHOW,"The new kids of comedy bring the funny as All That, America’s #1 kid’s sketch comedy show, returns with a new cast and a few familiar faces. From Executive Producers Kenan Thompson and Kel Mitchell.",1994,TV-G,22,11,tt0111875,7.5,7718,6.688,8.4,"['comedy', 'family', 'music']",['US'],"['Chelsea Brummet', 'Lisa Foiles', 'Kyle Sullivan', 'Denzel Whitaker', 'Jack De Sena', 'Kianna Underwood', 'Ryan Coleman', ""Lil' JJ""]",[],new kid comedy bring funny america kid sketch comedy show return new cast familiar face executive producer kenan thompson kel mitchell
tm6859,My Girl,MOVIE,"Vada Sultenfuss is obsessed with death. Her mother is dead, and her father runs a funeral parlor. She is also in love with her English teacher, and joins a poetry class over the summer just to impress him. Thomas J., her best friend, is ""allergic to everything"", and sticks with Vada despite her hangups. When Vada's father hires Shelly, and begins to fall for her, things take a turn to the worse...",1991,PG,103,0,tt0102492,6.9,80590,20.545,7.4,"['drama', 'family', 'romance', 'comedy', 'european']",['US'],"['Anna Chlumsky', 'Macaulay Culkin', 'Dan Aykroyd', 'Jamie Lee Curtis', 'Richard Masur', 'Griffin Dunne', 'Ann Nelson', 'Peter Michael Goetz', 'Jane Hallaren', 'Anthony R. Jones', 'Tom Villard', 'Lara Steinick', 'Kristian Truelsen', 'David Caprita', 'Jody Wilson', 'Linda Perri', 'Nancy L. Chlumsky', 'Glenda Chism', 'Bill Cordell', 'Ray Buktenica', 'Shane Obedzinski']",['Howard Zieff'],vada sultenfuss obsessed death mother dead father run funeral parlor also love english teacher join poetry class summer impress thomas best friend allergic everything stick vada despite hangups vadas father hire shelly begin fall thing take turn worse
tm118238,Wyatt Earp,MOVIE,"Covering the life and times of one of the West's most iconic heroes Wyatt Earp weaves an intricate tale of Earp and his friends and family. With a star studded cast, sweeping cinematography and authentic costumes Wyatt Earp led the way during the Western revival in the 90's.",1994,PG-13,191,0,tt0111756,6.7,50774,14.677,6.751,"['western', 'crime', 'action', 'drama']",['US'],"['Kevin Costner', 'Dennis Quaid', 'Gene Hackman', 'David Andrews', 'Linden Ashby', 'Jeff Fahey', 'Joanna Going', 'Mark Harmon', 'Michael Madsen', ""Catherine O'Hara"", 'Bill Pullman', 'Isabella Rossellini', 'Tom Sizemore', 'JoBeth Williams', 'Mare Winningham', 'James Gammon', 'Rex Linn', 'Randle Mell', 'Adam Baldwin', 'Annabeth Gish', 'Lewis Smith', 'Ian Bohen', 'Betty Buckley', 'Alison Elliott', 'Todd Allen', 'Mackenzie Astin', 'Jim Caviezel', 'Karen Grassle', 'John Dennis Johnston', 'Téa Leoni', 'Martin Kove', 'Jack Kehler', 'Kirk Fox', 'Norman Howell', 'Boots Southerland', ""James 'Scotty' Augare"", 'Gabriel Folse', 'Kris Kamm', 'John Lawlor', 'Michael McGrady', 'Ben Zeller', 'Rockne Tarkington', ""Matt O'Toole"", 'Brett Cullen', 'Owen Roizman', 'Lawrence Kasdan']",['Lawrence Kasdan'],covering life time one west iconic hero wyatt earp weave intricate tale earp friend family star studded cast sweeping cinematography authentic costume wyatt earp led way western revival
tm111163,Eraser,MOVIE,"U.S. Marshall John Kruger erases the identities of people enrolled in the Witness Protection Program. His current assignment is to protect Lee Cullen, who's uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups. When Kruger discovers that there's a corrupt agent within the program, he must guard his own life while trying to protect Lee's.",1996,R,115,0,tt0116213,6.1,110921,19.437,6.0,"['thriller', 'action', 'drama', 'crime']","['US', 'CA']","['Arnold Schwarzenegger', 'Vanessa Williams', 'James Caan', 'James Coburn', 'Robert Pastorelli', 'James Cromwell', 'Danny Nucci', 'Andy Romano', 'Nick Chinlund', 'Michael Papajohn', 'Joe Viterelli', 'Mark Rolston', 'John Slattery', 'Robert Miranda', 'Roma Maffia', 'Tony Longo', 'Gerry Becker', 'John Snyder', 'Melora Walters', 'Olek Krupa', 'Cylk Cozart', 'K. Todd Freeman', 'Rocco Sisto', 'Gerald Berns', 'Steven Ford', 'Ismael ""East"" Carlo', 'Tommy J. Huff', 'Rick Batalla', 'Michael Gregory', 'Patrick Kilpatrick', 'James Short', 'Camryn Manheim', 'Skipp Sudduth', 'Anthony Fusco', 'Gregory McKinney', 'Craig Barnett', 'Corey Joshua Taylor', 'Rick Marzan', 'Brian Libby', 'Danny Wynands', 'David Fonteno', 'Sonny King', 'Mike Cameron', 'Tim Colceri', 'Dieter R. Trippel', 'Matthew Mahaney', 'Denis Forest', 'Christopher Mankiewicz', 'Mike Stone', 'Kevin Fry', 'Sam Scarber', 'Richie Varga', 'Ben Shenkman', 'Dominic Marcus', 'Pat Collins', 'Dorin Seymour', 'Clayton Landey', 'Terry Beeman', 'M.G. Gong', 'Sebastian La Cause', 'Frank Minitello', 'Charles Chiquette', 'Glenndon Chatman', 'Camille Winbush', 'Vic Polizos', 'James Frank Clark', 'David Bilson', 'Al Cerullo', 'Rick Shuster', 'Diana Morgan', 'Michael Oliver']",['Chuck Russell'],u marshall john kruger erases identity people enrolled witness protection program current assignment protect lee cullen who uncovered evidence weapon manufacturer work selling terrorist group kruger discovers there corrupt agent within program must guard life trying protect lee
tm190835,Neon Genesis Evangelion: The End of Evangelion,MOVIE,"The second of two theatrically released follow-ups to the Neon Genesis Evangelion series. Comprising of two alternate episodes which were first intended to take the place of episodes 25 and 26, this finale answers many of the questions surrounding the series, while also opening up some new possibilities.",1997,Unknown,87,0,tt0169858,8.0,53152,32.569,8.4,"['action', 'drama', 'animation', 'scifi', 'fantasy']",['JP'],"['Megumi Ogata', 'Megumi Hayashibara', 'Kotono Mitsuishi', 'Yuko Miyamura', 'Fumihiko Tachiki', 'Miki Nagasawa', 'Takehito Koyasu', 'Hiro Yuuki', 'Yuriko Yamaguchi', 'Motomu Kiyokawa', 'Akira Ishida', 'Mugihito']","['Hideaki Anno', 'Kazuya Tsurumaki']",second two theatrically released followup neon genesis evangelion series comprising two alternate episode first intended take place episode finale answer many question surrounding series also opening new possibility
tm192769,Vegas Vacation,MOVIE,"The Griswold family hits the road again for a typically ill-fated vacation, this time to the glitzy mecca of slots and showgirls—Las Vegas.",1997,PG,94,0,tt0120434,5.9,49377,12.537,6.1,['comedy'],['US'],"['Chevy Chase', ""Beverly D'Angelo"", 'Randy Quaid', 'Ethan Embry', 'Marisol Nichols', 'Miriam Flynn', ""Shae D'Lyn"", 'Wayne Newton', 'Wallace Shawn', 'Siegfried Fischbacher', 'Roy Horn', 'Sid Caesar', 'Corinna Harney', 'Christie Brinkley', 'Juliette Brewer', 'Zachariah Moyes', 'Shannah Laumeister Stern', 'C.C. Costigan', 'Wendy Kaufman', 'Jerry Weintraub', 'Larry Hankin', 'Hayley Mortison', 'Billie Perkins', 'Vanessa Bednar', 'Alana Austin', 'Jeffrey Donovan']",['Stephen Kessler'],griswold family hit road typically illfated vacation time glitzy mecca slot showgirlslas vega
tm187791,In the Line of Fire,MOVIE,"Veteran Secret Service agent Frank Horrigan is a man haunted by his failure to save President Kennedy while serving protection detail in Dallas. Thirty years later, a man calling himself ""Booth"" threatens the life of the current President, forcing Horrigan to come back to protection detail to confront the ghosts from his past.",1993,R,128,0,tt0107206,7.2,102916,19.8,6.973,"['drama', 'thriller', 'crime', 'action']",['US'],"['Clint Eastwood', 'John Malkovich', 'Rene Russo', 'Dylan McDermott', 'Gary Cole', 'Fred Dalton Thompson', 'John Mahoney', 'Gregory Alan Williams', 'Jim Curley', 'Sally Hughes', 'Clyde Kusatsu', 'Steve Hytner', 'Tobin Bell', 'Bob Schott', 'Juan A. Riojas', 'Elsa Raven', 'Arthur Senzy', 'Patrika Darbo', 'Mary Van Arsdel', 'Ryan Cutrona', 'Lawrence Lowe', 'Brian Libby', 'Eric Bruskotter', 'Patrick Caddell', 'John Heard', 'Alan Toy', 'Carl Ciarfalio', 'Walt MacPherson', 'Robert Peters', 'Tyde Kierney', 'Anthony Peck', 'Rick Hurst', 'Doris E. McMillon', 'Robert Sandoval', 'Joshua Malina', 'William G. Schilling', 'Michael Kirk', 'Marlan Clarke', 'Robert Alan Beuth', 'Susan Lee Hoffman', 'Donna Hamilton', 'Cylk Cozart', 'Michael Zurich', 'Rich DiDonato', 'Jeffrey Kurt Miller', 'Kirk Jordan', 'Lena Banks', 'Ian Paul Cassidy', 'Michael Graziano', 'Aaron Michael Lacey', 'Steve Railsback', 'William Shipman']",['Wolfgang Petersen'],veteran secret service agent frank horrigan man haunted failure save president kennedy serving protection detail dallas thirty year later man calling booth threatens life current president forcing horrigan come back protection detail confront ghost past
tm113576,Little Women,MOVIE,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",1994,PG,115,0,tt0110367,7.3,58178,13.683,7.314,"['drama', 'romance', 'family']",['US'],"['Winona Ryder', 'Trini Alvarado', 'Claire Danes', 'Kirsten Dunst', 'Samantha Mathis', 'Susan Sarandon', 'Christian Bale', 'Gabriel Byrne', 'Eric Stoltz', 'John Neville', 'Mary Wickes', 'Donal Logue', 'Florence Paterson', 'Matthew Walker']",['Gillian Armstrong'],father away chaplain civil war jo meg beth amy grow mother somewhat reduced circumstance close family inevitably squabble tragedy bond hold even later male friend start become part household
tm65686,U.S. Marshals,MOVIE,"U.S. Marshal Sam Gerard is accompanying a plane load of convicts from Chicago to New York. The plane crashes spectacularly, and Mark Sheridan escapes. But when Diplomatic Security Agent John Royce is assigned to help Gerard recapture Sheridan, it becomes clear that Sheridan is more than just another murderer.",1998,PG-13,131,0,tt0120873,6.5,105286,24.205,6.5,"['thriller', 'crime', 'action']",['US'],"['Tommy Lee Jones', 'Wesley Snipes', 'Robert Downey Jr.', 'Joe Pantoliano', 'Daniel Roebuck', 'Tom Wood', 'LaTanya Richardson Jackson', 'Irène Jacob', 'Kate Nelligan', 'Patrick Malahide', 'Rick Snyder', 'Michael Paul Chan', 'Johnny Lee Davenport', 'Donald Li', 'Marc Vann', 'Richard Lexsee', 'Tony Fitzpatrick', 'Vaitiare Hirshon', 'Donald Gibb', 'Karen Vaccaro', 'Len Bajenski', 'Matt DeCaro', 'Thomas Rosales Jr.', 'James Sie', 'Tracy Letts', 'Rose Abdoo', 'Lorenzo Clemons', 'Meg Thalken', 'Lennox Brown', 'Ammar Daraiseh', 'Romanos Isaac', 'Ray Toler', 'Brenda Pickleman', 'Eddie J. Fernandez', 'Spitfire Brown']",['Stuart Baird'],u marshal sam gerard accompanying plane load convict chicago new york plane crash spectacularly mark sheridan escape diplomatic security agent john royce assigned help gerard recapture sheridan becomes clear sheridan another murderer
ts8570,Barney & Friends,SHOW,"Barney & Friends is an American children's television series aimed at children from ages 2 to 5. The series, which first aired on April 6, 1992, features the title character Barney, a purple anthropomorphic Tyrannosaurus rex who conveys educational messages through songs and small dance routines with a friendly, optimistic attitude.

New episodes have not been produced since 2009; however reruns continue to air on various PBS stations.",1992,TV-G,28,14,tt0144701,3.8,9624,14.641,4.9,"['comedy', 'family']",['US'],"['David Joyner', 'Carey Stinson', 'Dean Wendt', 'Julie Johnson', 'Jeff Ayers', 'Patty Wirtz', 'Michaela Dietz', 'Bob West', 'Adrianne Kangas', 'Tory Green', 'Emilio Mazur', 'Kyle Nelson', 'Lauren Mayeux', 'Jerad Harris']",[],barney friend american childrens television series aimed child age series first aired april feature title character barney purple anthropomorphic tyrannosaurus rex conveys educational message song small dance routine friendly optimistic attitude new episode produced since however rerun continue air various pb station
tm191387,Anaconda,MOVIE,"A ""National Geographic"" film crew is taken hostage by an insane hunter, who takes them along on his quest to capture the world's largest - and deadliest - snake.",1997,PG-13,89,0,tt0118615,4.8,104213,34.405,5.1,"['horror', 'thriller', 'action']","['PE', 'US', 'BR']","['Jennifer Lopez', 'Ice Cube', 'Jon Voight', 'Eric Stoltz', 'Jonathan Hyde', 'Owen Wilson', 'Kari Wuhrer', 'Vincent Castellanos', 'Danny Trejo', 'Frank Welker']",['Luis Llosa'],national geographic film crew taken hostage insane hunter take along quest capture world largest deadliest snake
ts27693,Kenan & Kel,SHOW,"Set in Chicago, the show follows the kid-friendly misadventures of two high-school friends who are always scheming and dreaming. Kenan, who works at a grocery store, constantly devises crazy plans to strike it rich, while orange-soda-loving buddy Kel is always dragged along for the ride despite his track record for messing things up.",1996,TV-Y7,25,4,tt0115231,7.8,15620,33.544,8.3,"['family', 'comedy']",['US'],"['Kenan Thompson', 'Kel Mitchell', 'Vanessa Baden', 'Ken Foree', 'Teal Marchande', 'Dan Frischman']",[],set chicago show follows kidfriendly misadventure two highschool friend always scheming dreaming kenan work grocery store constantly devise crazy plan strike rich orangesodaloving buddy kel always dragged along ride despite track record messing thing
tm19494,The Replacements,MOVIE,"Maverick old-guard coach Jimmy McGinty is hired in the wake of a players' strike to help the Washington Sentinels advance to the playoffs. But that impossible dream hinges on whether his replacements can hunker down and do the job. So, McGinty dusts off his secret dossier of ex-players who never got a chance (or screwed up the one they were given) and knits together a bad-dream team of guys who just may give the Sentinels their title shot.",2000,PG-13,118,0,tt0191397,6.6,64771,30.982,6.6,"['comedy', 'sport']",['US'],"['Keanu Reeves', 'Gene Hackman', 'Brooke Langton', 'Orlando Jones', 'Faizon Love', 'Jon Favreau', 'Rhys Ifans', 'Keith David', 'Ace Yonamine', 'Troy Winbush', 'David Denman', 'Michael Jace', 'Gailard Sartain', 'Brett Cullen', 'Jack Warden', 'Michael Taliferro', 'Robyn Peterson', 'Kevin Reid', 'Sarah Ann Morris', 'Caroline Keenan', 'Elisa Nixon', 'Stella Choe', 'Evan Parke', 'John Madden', 'Pat Summerall', 'Art LaFleur', 'Michelle Johnston', 'Justin Riemer', 'Martin Wright']",['Howard Deutch'],maverick oldguard coach jimmy mcginty hired wake player strike help washington sentinel advance playoff impossible dream hinge whether replacement hunker job mcginty dust secret dossier explayers never got chance screwed one given knit together baddream team guy may give sentinel title shot
tm191772,Seven Years in Tibet,MOVIE,"Austrian mountaineer, Heinrich Harrer journeys to the Himalayas without his family to head an expedition in 1939. But when World War II breaks out, the arrogant Harrer falls into Allied forces' hands as a prisoner of war. He escapes with a fellow detainee and makes his way to Llaso, Tibet, where he meets the 14-year-old Dalai Lama, whose friendship ultimately transforms his outlook on life.",1997,PG-13,136,0,tt0120102,7.1,142903,13.766,7.2,"['action', 'drama', 'history', 'war']",['US'],"['Brad Pitt', 'Jamyang Jamtsho Wangchuk', 'David Thewlis', 'BD Wong', 'Mako', 'Lhakpa Tsamchoe', 'Ingeborga Dapkūnaitė', 'Duncan Fraser', 'Danny Denzongpa', 'Victor Wong', 'Jetsun Pema', 'Ama Ashe Dongtse', 'Sonam Wangchuk', 'Ric Young', 'Ngawang Chojor', 'Benedick Blythe', 'Tom Raudaschl', 'Wolfgang Tonninger', 'Samdup Dhargyal', 'Chemchok', 'Tenzin Jangchub', 'Angphurba Sherpa', 'Tsering Wangdue', 'Yama Ngudup Cheshatsang', 'Kalsang Dhundop Lungtok', 'Sonam Bidhartsang', 'Lama Champa Tsondu', 'Geshe Lobsang Nyma', 'Geshe Yeshi Tsultrim', 'Lama Champa Chandu', 'Pemba Norbu Sherpa', 'Karma Apo-Tsang', 'Ngawang Tenzingyatso', 'Choeden Tsering', 'Lama Jampa Lekshe', 'Lama Thupten Nugdup', 'Sebastian Zevalia', 'Philipp Kriechbaum', 'Lobsang Gendun Rinpoche', 'Tenzin Gyaltsen Rinpoche', 'Sharpa Tulku Rinpoche', 'Zongra Tulku Rinpoche']",['Jean-Jacques Annaud'],austrian mountaineer heinrich harrer journey himalaya without family head expedition world war ii break arrogant harrer fall allied force hand prisoner war escape fellow detainee make way llaso tibet meet yearold dalai lama whose friendship ultimately transforms outlook life
